x;y
3.993309e+002;9.447181e-003
4.012594e+002;9.034273e-003
4.031879e+002;8.615509e-003
4.051164e+002;8.269477e-003
4.070449e+002;8.021472e-003
4.089734e+002;7.870127e-003
4.109020e+002;7.801673e-003
4.128305e+002;7.768064e-003
4.147590e+002;7.716778e-003
4.166875e+002;7.660820e-003
4.186160e+002;7.655215e-003
4.205446e+002;7.705144e-003
4.224731e+002;7.771065e-003
4.244016e+002;7.848972e-003
4.263301e+002;7.959876e-003
4.282586e+002;8.077997e-003
4.301871e+002;8.149872e-003
4.321156e+002;8.175965e-003
4.340442e+002;8.197003e-003
4.359727e+002;8.213256e-003
4.379012e+002;8.208081e-003
4.398297e+002;8.206144e-003
4.417582e+002;8.222427e-003
4.436867e+002;8.225974e-003
4.456153e+002;8.188210e-003
4.475438e+002;8.108830e-003
4.494723e+002;7.998854e-003
4.514008e+002;7.862492e-003
4.533293e+002;7.709910e-003
4.552578e+002;7.575969e-003
4.571863e+002;7.486616e-003
4.591149e+002;7.427937e-003
4.610434e+002;7.370986e-003
4.629719e+002;7.297175e-003
4.649004e+002;7.204270e-003
4.668289e+002;7.107579e-003
4.687574e+002;7.033985e-003
4.706859e+002;6.993648e-003
4.726145e+002;6.960582e-003
4.745430e+002;6.905111e-003
4.764715e+002;6.831344e-003
4.784000e+002;6.761689e-003
4.803285e+002;6.701540e-003
4.822570e+002;6.649410e-003
4.841856e+002;6.637317e-003
4.861141e+002;6.705041e-003
4.880426e+002;6.822295e-003
4.899711e+002;6.911253e-003
4.918996e+002;6.962422e-003
4.938282e+002;7.050020e-003
4.957567e+002;7.193428e-003
4.976852e+002;7.301801e-003
4.996137e+002;7.309032e-003
5.015422e+002;7.236789e-003
5.034707e+002;7.109202e-003
5.053992e+002;6.942394e-003
5.073278e+002;6.799178e-003
5.092563e+002;6.746061e-003
5.111848e+002;6.773500e-003
5.131133e+002;6.820227e-003
5.150418e+002;6.849980e-003
5.169703e+002;6.877230e-003
5.188989e+002;6.927954e-003
5.208274e+002;6.982392e-003
5.227559e+002;7.019657e-003
5.246844e+002;7.111374e-003
5.266129e+002;7.366765e-003
5.285414e+002;7.827776e-003
5.304700e+002;8.506868e-003
5.323984e+002;9.469941e-003
5.343270e+002;1.086176e-002
5.362555e+002;1.288989e-002
5.381840e+002;1.578020e-002
5.401125e+002;1.971435e-002
5.420410e+002;2.463426e-002
5.439695e+002;2.995516e-002
5.458981e+002;3.451964e-002
5.478266e+002;3.686945e-002
5.497551e+002;3.582881e-002
5.516836e+002;3.136086e-002
5.536121e+002;2.492947e-002
5.555406e+002;1.866742e-002
5.574692e+002;1.403628e-002
5.593977e+002;1.125057e-002
5.613262e+002;9.745453e-003
5.632547e+002;8.901898e-003
5.651832e+002;8.356232e-003
5.671118e+002;7.971013e-003
5.690403e+002;7.737432e-003
5.709688e+002;7.669105e-003
5.728973e+002;7.755803e-003
5.748258e+002;7.975321e-003
5.767543e+002;8.267386e-003
5.786829e+002;8.546503e-003
5.806113e+002;8.771431e-003
5.825399e+002;8.929059e-003
5.844684e+002;8.971533e-003
5.863969e+002;8.835348e-003
5.883254e+002;8.535718e-003
5.902539e+002;8.200831e-003
5.921824e+002;7.933674e-003
5.941110e+002;7.684244e-003
5.960395e+002;7.369495e-003
5.979680e+002;7.044919e-003
5.998965e+002;6.827717e-003
6.018250e+002;6.721969e-003
6.037535e+002;6.643753e-003
6.056821e+002;6.559116e-003
6.076106e+002;6.501007e-003
6.095391e+002;6.491912e-003
6.114676e+002;6.521263e-003
6.133961e+002;6.579590e-003
6.153246e+002;6.650914e-003
6.172532e+002;6.699505e-003
6.191817e+002;6.707866e-003
6.211102e+002;6.686467e-003
6.230387e+002;6.632140e-003
6.249672e+002;6.520058e-003
6.268958e+002;6.361638e-003
6.288243e+002;6.227218e-003
6.307527e+002;6.159855e-003
6.326813e+002;6.132364e-003
6.346098e+002;6.123462e-003
6.365383e+002;6.146235e-003
6.384669e+002;6.197067e-003
6.403953e+002;6.242773e-003
6.423239e+002;6.243903e-003
6.442524e+002;6.192339e-003
6.461809e+002;6.147303e-003
6.481094e+002;6.170376e-003
6.500379e+002;6.243312e-003
6.519664e+002;6.339285e-003
6.538950e+002;6.480550e-003
6.558235e+002;6.668542e-003
6.577520e+002;6.903303e-003
6.596805e+002;7.272634e-003
6.616090e+002;7.903465e-003
6.635375e+002;8.859879e-003
6.654661e+002;1.008668e-002
6.673946e+002;1.134023e-002
6.693231e+002;1.223518e-002
6.712516e+002;1.248417e-002
6.731801e+002;1.207104e-002
6.751086e+002;1.120487e-002
6.770372e+002;1.017741e-002
6.789656e+002;9.230089e-003
6.808942e+002;8.480312e-003
6.828227e+002;7.932922e-003
6.847512e+002;7.537290e-003
6.866797e+002;7.239894e-003
6.886082e+002;7.006734e-003
6.905367e+002;6.799025e-003
6.924653e+002;6.584619e-003
6.943938e+002;6.404701e-003
6.963223e+002;6.325643e-003
6.982508e+002;6.314084e-003
7.001793e+002;6.283074e-003
7.021078e+002;6.219923e-003
7.040364e+002;6.160926e-003
7.059649e+002;6.115576e-003
7.078934e+002;6.082570e-003
7.098219e+002;6.078222e-003
7.117504e+002;6.100778e-003
7.136790e+002;6.108695e-003
7.156075e+002;6.075589e-003
7.175359e+002;6.019018e-003
7.194645e+002;5.964500e-003
7.213930e+002;5.932730e-003
7.233215e+002;5.931885e-003
7.252501e+002;5.937059e-003
7.271785e+002;5.917285e-003
7.291071e+002;5.877420e-003
7.310356e+002;5.847776e-003
7.329641e+002;5.843711e-003
7.348926e+002;5.844813e-003
7.368211e+002;5.818521e-003
7.387496e+002;5.759705e-003
7.406782e+002;5.694387e-003
7.426067e+002;5.656933e-003
7.445352e+002;5.661739e-003
7.464637e+002;5.689763e-003
7.483922e+002;5.708519e-003
7.503207e+002;5.706304e-003
7.522493e+002;5.700798e-003
7.541778e+002;5.712054e-003
7.561063e+002;5.747966e-003
7.580348e+002;5.799624e-003
7.599633e+002;5.827107e-003
7.618918e+002;5.799473e-003
7.638204e+002;5.740569e-003
7.657489e+002;5.691109e-003
7.676774e+002;5.665831e-003
7.696059e+002;5.658933e-003
7.715344e+002;5.662148e-003
7.734630e+002;5.669204e-003
7.753915e+002;5.671227e-003
7.773199e+002;5.666609e-003
7.792485e+002;5.663218e-003
7.811770e+002;5.655667e-003
7.831055e+002;5.641734e-003
7.850341e+002;5.641715e-003
7.869625e+002;5.660964e-003
7.888911e+002;5.676141e-003
7.908196e+002;5.665109e-003
7.927481e+002;5.629380e-003
7.946766e+002;5.597751e-003
7.966051e+002;5.585793e-003
7.985336e+002;5.573677e-003
8.004622e+002;5.558199e-003
8.023907e+002;5.554530e-003
8.043192e+002;5.553689e-003
8.062477e+002;5.554088e-003
8.081762e+002;5.569769e-003
8.101047e+002;5.584484e-003
8.120333e+002;5.578133e-003
8.139618e+002;5.568868e-003
8.158903e+002;5.569904e-003
8.178188e+002;5.555882e-003
8.197473e+002;5.515450e-003
8.216758e+002;5.485723e-003
8.236044e+002;5.503571e-003
8.255328e+002;5.553643e-003
8.274614e+002;5.581502e-003
8.293899e+002;5.563173e-003
8.313184e+002;5.535480e-003
8.332469e+002;5.543510e-003
8.351754e+002;5.584321e-003
8.371039e+002;5.616453e-003
8.390325e+002;5.623003e-003
8.409610e+002;5.626306e-003
8.428895e+002;5.636871e-003
8.448180e+002;5.645755e-003
8.467465e+002;5.661525e-003
8.486750e+002;5.710279e-003
8.506036e+002;5.795345e-003
8.525321e+002;5.881723e-003
8.544606e+002;5.951678e-003
8.563891e+002;6.021907e-003
8.583176e+002;6.086268e-003
8.602462e+002;6.107655e-003
8.621747e+002;6.070520e-003
