3,991992e+002;1,754611e-001
4,001635e+002;1,839376e-001
4,011277e+002;1,820844e-001
4,020920e+002;1,808887e-001
4,030562e+002;1,819041e-001
4,040205e+002;1,814320e-001
4,049847e+002;1,775618e-001
4,059490e+002;1,659698e-001
4,069132e+002;1,534494e-001
4,078775e+002;1,393061e-001
4,088417e+002;1,259765e-001
4,098060e+002;1,141049e-001
4,107702e+002;1,044328e-001
4,117345e+002;9,677431e-002
4,126987e+002;9,444032e-002
4,136630e+002;9,629180e-002
4,146272e+002;1,000505e-001
4,155915e+002;1,061463e-001
4,165557e+002;1,161112e-001
4,175200e+002;1,244688e-001
4,184842e+002;1,284705e-001
4,194485e+002;1,194795e-001
4,204127e+002;1,105312e-001
4,213770e+002;1,056460e-001
4,223412e+002;1,036353e-001
4,233055e+002;1,029022e-001
4,242697e+002;1,059369e-001
4,252339e+002;1,129055e-001
4,261982e+002;1,195836e-001
4,271624e+002;1,275413e-001
4,281267e+002;1,392525e-001
4,290909e+002;1,507679e-001
4,300552e+002;1,596210e-001
4,310194e+002;1,588285e-001
4,319837e+002;1,487066e-001
4,329479e+002;1,347624e-001
4,339122e+002;1,200080e-001
4,348764e+002;1,056773e-001
4,358407e+002;9,446495e-002
4,368049e+002;8,361116e-002
4,377692e+002;7,598390e-002
4,387334e+002;7,004927e-002
4,396977e+002;6,644949e-002
4,406619e+002;6,316818e-002
4,416262e+002;6,079853e-002
4,425904e+002;6,017640e-002
4,435547e+002;6,013275e-002
4,445190e+002;5,939759e-002
4,454832e+002;5,968356e-002
4,464474e+002;5,774951e-002
4,474117e+002;5,625941e-002
4,483759e+002;5,787158e-002
4,493402e+002;5,981952e-002
4,503044e+002;6,067628e-002
4,512687e+002;6,142354e-002
4,522329e+002;6,220657e-002
4,531972e+002;6,379972e-002
4,541614e+002;6,533576e-002
4,551257e+002;6,807322e-002
4,560899e+002;7,329562e-002
4,570542e+002;7,824592e-002
4,580184e+002;8,194000e-002
4,589827e+002;8,673669e-002
4,599469e+002;9,114980e-002
4,609112e+002;9,524739e-002
4,618754e+002;9,698780e-002
4,628397e+002;9,706229e-002
4,638039e+002;9,471860e-002
4,647682e+002;8,983254e-002
4,657324e+002;8,379622e-002
4,666967e+002;7,842584e-002
4,676609e+002;7,388704e-002
4,686252e+002;7,027253e-002
4,695894e+002;6,815942e-002
4,705537e+002;6,734567e-002
4,715179e+002;6,650586e-002
4,724822e+002;6,624690e-002
4,734464e+002;6,587813e-002
4,744107e+002;6,557164e-002
4,753749e+002;6,579839e-002
4,763392e+002;6,607958e-002
4,773034e+002;6,638049e-002
4,782677e+002;6,660520e-002
4,792319e+002;6,740135e-002
4,801962e+002;6,866486e-002
4,811604e+002;6,976090e-002
4,821247e+002;7,141744e-002
4,830889e+002;7,256898e-002
4,840532e+002;7,428849e-002
4,850174e+002;7,628246e-002
4,859817e+002;7,739801e-002
4,869459e+002;7,857335e-002
4,879102e+002;8,074059e-002
4,888744e+002;8,478003e-002
4,898387e+002;8,918293e-002
4,908029e+002;9,288558e-002
4,917672e+002;9,729677e-002
4,927314e+002;1,031116e-001
4,936956e+002;1,109798e-001
4,946599e+002;1,207100e-001
4,956241e+002;1,325253e-001
4,965884e+002;1,477346e-001
4,975526e+002;1,674500e-001
4,985169e+002;1,907708e-001
4,994811e+002;2,169589e-001
5,004454e+002;2,418654e-001
5,014096e+002;2,558616e-001
